arquitetura,cenario,hora,agente,barra,potencia_disponivel_kw,potencia_gerada_kw,potencia_cortada_kw,fracao_de_curtailment_rho,tensao_inicial_pu,tensao_final_pu,tensao_maxima_barras_pv_pu,tensao_maxima_rede_pu,posicao_no_grafo,eh_lider,particao_final,razao_de_curtailment_r,iteracoes,status,status_eletrico,eletrico_satisfeito,consenso_satisfeito,atingiu_k_max,erro_de_consenso_global_final,erro_de_consenso_max_intra_particao_final,mensagens_do_canal_tentadas,mensagens_do_canal_entregues,mensagens_do_canal_perdidas,mensagens_do_canal_pendentes,violacao_real_apos_controle,sigma_r_global_hora,sigma_r_por_particao_hora
sem_controle,sem_controle,3,pv1,824,-0.0,-0.0,0.0,0.0,1.043441305274198,1.043441305274198,1.0450071878057714,1.0505949776249717,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,3,pv2,816,-0.0,-0.0,0.0,0.0,1.0449571021647746,1.0449571021647746,1.0450071878057714,1.0505949776249717,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,3,pv3,828,-0.0,-0.0,0.0,0.0,1.043309560339792,1.043309560339792,1.0450071878057714,1.0505949776249717,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,3,pv4,830,-0.0,-0.0,0.0,0.0,1.0401455535283302,1.0401455535283302,1.0450071878057714,1.0505949776249717,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,3,pv5,850,-0.0,-0.0,0.0,0.0,1.0450071878057714,1.0450071878057714,1.0450071878057714,1.0505949776249717,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,3,pv6,832,-0.0,-0.0,0.0,0.0,1.0349270553472671,1.0349270553472671,1.0450071878057714,1.0505949776249717,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,4,pv1,824,-0.0,-0.0,0.0,0.0,1.0435194219130084,1.0435194219130084,1.045076338566197,1.0505970879234294,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,4,pv2,816,-0.0,-0.0,0.0,0.0,1.045026523122921,1.045026523122921,1.045076338566197,1.0505970879234294,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,4,pv3,828,-0.0,-0.0,0.0,0.0,1.0433884088314556,1.0433884088314556,1.045076338566197,1.0505970879234294,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,4,pv4,830,-0.0,-0.0,0.0,0.0,1.0402420990252506,1.0402420990252506,1.045076338566197,1.0505970879234294,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,4,pv5,850,-0.0,-0.0,0.0,0.0,1.045076338566197,1.045076338566197,1.045076338566197,1.0505970879234294,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,4,pv6,832,-0.0,-0.0,0.0,0.0,1.035054956170032,1.035054956170032,1.045076338566197,1.0505970879234294,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,5,pv1,824,-0.0,-0.0,0.0,0.0,1.0450850714048536,1.0450850714048536,1.0464804756969757,1.05063939179868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,5,pv2,816,-0.0,-0.0,0.0,0.0,1.046437942275659,1.046437942275659,1.0464804756969757,1.05063939179868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,5,pv3,828,-0.0,-0.0,0.0,0.0,1.044968726726859,1.044968726726859,1.0464804756969757,1.05063939179868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,5,pv4,830,-0.0,-0.0,0.0,0.0,1.0421771197491476,1.0421771197491476,1.0464804756969757,1.05063939179868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,5,pv5,850,-0.0,-0.0,0.0,0.0,1.0464804756969757,1.0464804756969757,1.0464804756969757,1.05063939179868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,5,pv6,832,-0.0,-0.0,0.0,0.0,1.0376184354041749,1.0376184354041749,1.0464804756969757,1.05063939179868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,6,pv1,824,18.7503236717592,18.7503236717592,0.0,0.0,1.0471579048369506,1.0471579048369506,1.0483782454548018,1.0506384889471005,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,6,pv2,816,15.625241782068514,15.625241782068514,0.0,0.0,1.0483407437819094,1.0483407437819094,1.0483782454548018,1.0506384889471005,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,6,pv3,828,12.500217712144039,12.500217712144039,0.0,0.0,1.0470455387298745,1.0470455387298745,1.0483782454548018,1.0506384889471005,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,6,pv4,830,16.250349249231203,16.250349249231203,0.0,0.0,1.0442222095150686,1.0442222095150686,1.0483782454548018,1.0506384889471005,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,6,pv5,850,11.250173385025839,11.250173385025839,0.0,0.0,1.0483782454548018,1.0483782454548018,1.0483782454548018,1.0506384889471005,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,6,pv6,832,14.375428037447017,14.375428037447017,0.0,0.0,1.0393165620198634,1.0393165620198634,1.0483782454548018,1.0506384889471005,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,7,pv1,824,56.25022149623055,56.25022149623055,0.0,0.0,1.0558852978158424,1.0558852978158424,1.056261646345798,1.056261728001806,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,7,pv2,816,46.87517293313687,46.87517293313687,0.0,0.0,1.0562538666391141,1.0562538666391141,1.056261646345798,1.056261728001806,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,7,pv3,828,37.5001485947879,37.5001485947879,0.0,0.0,1.0558243986090117,1.0558243986090117,1.056261646345798,1.056261728001806,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,7,pv4,830,48.75022589866941,48.75022589866941,0.0,0.0,1.0539937130575454,1.0539937130575454,1.056261646345798,1.056261728001806,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,7,pv5,850,33.75012402307615,33.75012402307615,0.0,0.0,1.056261646345798,1.056261646345798,1.056261646345798,1.056261728001806,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,7,pv6,832,43.12526281682057,43.12526281682057,0.0,0.0,1.0502737503980764,1.0502737503980764,1.056261646345798,1.056261728001806,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,8,pv1,824,102.5001189973399,102.5001189973399,0.0,0.0,1.059911240143981,1.059911240143981,1.060022469310173,1.060022469310173,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,8,pv2,816,85.4167580195715,85.4167580195715,0.0,0.0,1.060022469310173,1.060022469310173,1.060022469310173,1.060022469310173,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,8,pv3,828,68.33341278394451,68.33341278394451,0.0,0.0,1.0598510554884042,1.0598510554884042,1.060022469310173,1.060022469310173,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,8,pv4,830,88.83343195712452,88.83343195712452,0.0,0.0,1.0577279893298042,1.0577279893298042,1.060022469310173,1.060022469310173,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,8,pv5,850,61.50006552515924,61.50006552515924,0.0,0.0,1.060016818278459,1.060016818278459,1.060022469310173,1.060022469310173,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,8,pv6,832,78.58339427209945,78.58339427209945,0.0,0.0,1.0527859883052468,1.0527859883052468,1.060022469310173,1.060022469310173,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,9,pv1,824,131.2504406831735,131.2504406831735,0.0,0.0,1.0636442701846716,1.0636442701846716,1.0636442701846716,1.0636442701846716,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,9,pv2,816,109.3753381032929,109.3753381032929,0.0,0.0,1.0634553594000653,1.0634553594000653,1.0636442701846716,1.0636442701846716,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,9,pv3,828,87.50029496502927,87.50029496502927,0.0,0.0,1.063596489649861,1.063596489649861,1.0636442701846716,1.0636442701846716,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,9,pv4,830,113.7504048308401,113.7504048308401,0.0,0.0,1.0615833246501944,1.0615833246501944,1.0636442701846716,1.0636442701846716,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,9,pv5,850,78.75024249617664,78.75024249617664,0.0,0.0,1.0634370393865158,1.0634370393865158,1.0636442701846716,1.0636442701846716,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,9,pv6,832,100.62535837628114,100.62535837628114,0.0,0.0,1.0564033940827382,1.0564033940827382,1.0636442701846716,1.0636442701846716,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,10,pv1,824,147.4938469411083,147.4938469411083,0.0,0.0,1.065079232074837,1.065079232074837,1.065079232074837,1.065079232074837,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,10,pv2,816,122.91199701232551,122.91199701232551,0.0,0.0,1.0647953014414515,1.0647953014414515,1.065079232074837,1.065079232074837,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,10,pv3,828,98.32921327416955,98.32921327416955,0.0,0.0,1.0650321857701983,1.0650321857701983,1.065079232074837,1.065079232074837,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,10,pv4,830,127.82765988053507,127.82765988053507,0.0,0.0,1.0629293861036724,1.0629293861036724,1.065079232074837,1.065079232074837,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,10,pv5,850,88.49665068750419,88.49665068750419,0.0,0.0,1.0647721419178298,1.0647721419178298,1.065079232074837,1.065079232074837,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,10,pv6,832,113.07828981162731,113.07828981162731,0.0,0.0,1.0573464027413433,1.0573464027413433,1.065079232074837,1.065079232074837,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,11,pv1,824,149.999289694233,149.999289694233,0.0,0.0,1.061059079127593,1.061059079127593,1.0612351336810562,1.0612351336810562,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,11,pv2,816,124.99944059487619,124.99944059487619,0.0,0.0,1.0612351336810562,1.0612351336810562,1.0612351336810562,1.0612351336810562,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,11,pv3,828,99.99952487183018,99.99952487183018,0.0,0.0,1.0609718974591007,1.0609718974591007,1.0612351336810562,1.0612351336810562,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,11,pv4,830,129.99934393999098,129.99934393999098,0.0,0.0,1.0578772462678736,1.0578772462678736,1.0612351336810562,1.0612351336810562,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,11,pv5,850,89.99959881786364,89.99959881786364,0.0,0.0,1.0612259162027156,1.0612259162027156,1.0612351336810562,1.0612351336810562,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,11,pv6,832,114.9993768486012,114.9993768486012,0.0,0.0,1.0504887320744545,1.0504887320744545,1.0612351336810562,1.0612351336810562,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,12,pv1,824,137.49966926821418,137.49966926821418,0.0,0.0,1.0580091600743629,1.0580091600743629,1.0584769217309196,1.0584769217309196,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,12,pv2,816,114.58307365948409,114.58307365948409,0.0,0.0,1.0584756838173235,1.0584756838173235,1.0584769217309196,1.0584769217309196,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,12,pv3,828,91.66644532801843,91.66644532801843,0.0,0.0,1.0579030286098754,1.0579030286098754,1.0584769217309196,1.0584769217309196,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,12,pv4,830,119.16635629460151,119.16635629460151,0.0,0.0,1.0544310550126874,1.0544310550126874,1.0584769217309196,1.0584769217309196,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,12,pv5,850,82.499813766753,82.499813766753,0.0,0.0,1.0584769217309196,1.0584769217309196,1.0584769217309196,1.0584769217309196,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,12,pv6,832,105.41636015116455,105.41636015116455,0.0,0.0,1.0465577637937724,1.0465577637937724,1.0584769217309196,1.0584769217309196,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,13,pv1,824,110.00293965563148,110.00293965563148,0.0,0.0,1.054439230355953,1.054439230355953,1.055205786541174,1.055205885564239,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,13,pv2,816,91.66888423347132,91.66888423347132,0.0,0.0,1.055192436024125,1.055192436024125,1.055205786541174,1.055205885564239,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,13,pv3,828,73.33528848088632,73.33528848088632,0.0,0.0,1.0543213327476986,1.0543213327476986,1.055205786541174,1.055205885564239,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,13,pv4,830,95.33531460415375,95.33531460415375,0.0,0.0,1.0507473177220423,1.0507473177220423,1.055205786541174,1.055205885564239,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,13,pv5,850,66.00159063644611,66.00159063644611,0.0,0.0,1.055205786541174,1.055205786541174,1.055205786541174,1.055205885564239,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,13,pv6,832,84.3332676584032,84.3332676584032,0.0,0.0,1.0431082522316524,1.0431082522316524,1.055205786541174,1.055205885564239,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,14,pv1,824,75.00282472558314,75.00282472558314,0.0,0.0,1.051700010963128,1.051700010963128,1.0526364462995699,1.0526369445086063,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,14,pv2,816,62.50217662883184,62.50217662883184,0.0,0.0,1.0526139749467325,1.0526139749467325,1.0526364462995699,1.0526369445086063,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,14,pv3,828,50.00188998225871,50.00188998225871,0.0,0.0,1.0515845061462574,1.0515845061462574,1.0526364462995699,1.0526369445086063,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,14,pv4,830,65.00256303814342,65.00256303814342,0.0,0.0,1.0483038589248295,1.0483038589248295,1.0526364462995699,1.0526369445086063,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,14,pv5,850,45.00156123944778,45.00156123944778,0.0,0.0,1.0526364462995699,1.0526364462995699,1.0526364462995699,1.0526369445086063,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,14,pv6,832,57.50225352649082,57.50225352649082,0.0,0.0,1.041720667753187,1.041720667753187,1.0526364462995699,1.0526369445086063,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,15,pv1,824,33.749923838168,33.749923838168,0.0,0.0,1.0361657655083367,1.0361657655083367,1.0387127609076394,1.0502955102085092,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,15,pv2,816,28.124940975487178,28.124940975487178,0.0,0.0,1.0386370268151373,1.0386370268151373,1.0387127609076394,1.0502955102085092,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,15,pv3,828,22.49994891786308,22.49994891786308,0.0,0.0,1.0359378511827717,1.0359378511827717,1.0387127609076394,1.0502955102085092,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,15,pv4,830,29.249923406855274,29.249923406855274,0.0,0.0,1.0302157577638422,1.0302157577638422,1.0387127609076394,1.0502955102085092,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,15,pv5,850,20.249957673685095,20.249957673685095,0.0,0.0,1.0387127609076394,1.0387127609076394,1.0387127609076394,1.0502955102085092,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,15,pv6,832,25.874914387069758,25.874914387069758,0.0,0.0,1.019932134880793,1.019932134880793,1.0387127609076394,1.0502955102085092,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,16,pv1,824,3.7500421407270808,3.7500421407270808,0.0,0.0,1.037249237230288,1.037249237230288,1.0395419414781375,1.0504162382880025,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,16,pv2,816,3.12503229441516,3.12503229441516,0.0,0.0,1.039470380313061,1.039470380313061,1.0395419414781375,1.0504162382880025,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,16,pv3,828,2.500028276635385,2.500028276635385,0.0,0.0,1.0370563779573705,1.0370563779573705,1.0395419414781375,1.0504162382880025,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,16,pv4,830,3.2500425485127744,3.2500425485127744,0.0,0.0,1.0323888508544166,1.0323888508544166,1.0395419414781375,1.0504162382880025,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,16,pv5,850,2.250023159040645,2.250023159040645,0.0,0.0,1.0395419414781375,1.0395419414781375,1.0395419414781375,1.0504162382880025,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,16,pv6,832,2.8750471326896667,2.8750471326896667,0.0,0.0,1.024446903549282,1.024446903549282,1.0395419414781375,1.0504162382880025,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,17,pv1,824,-0.0,-0.0,0.0,0.0,1.0288097422283973,1.0288097422283973,1.0320537436109638,1.0501995250985579,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,17,pv2,816,-0.0,-0.0,0.0,0.0,1.0319530456641128,1.0319530456641128,1.0320537436109638,1.0501995250985579,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,17,pv3,828,-0.0,-0.0,0.0,0.0,1.0285410077167665,1.0285410077167665,1.0320537436109638,1.0501995250985579,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,17,pv4,830,-0.0,-0.0,0.0,0.0,1.0220651174905708,1.0220651174905708,1.0320537436109638,1.0501995250985579,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,17,pv5,850,-0.0,-0.0,0.0,0.0,1.0320537436109638,1.0320537436109638,1.0320537436109638,1.0501995250985579,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,17,pv6,832,-0.0,-0.0,0.0,0.0,1.010975798423585,1.010975798423585,1.0320537436109638,1.0501995250985579,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,18,pv1,824,-0.0,-0.0,0.0,0.0,1.0326523500430973,1.0326523500430973,1.0354558554930642,1.0503034017860868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,18,pv2,816,-0.0,-0.0,0.0,0.0,1.0353684495010183,1.0353684495010183,1.0354558554930642,1.0503034017860868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,18,pv3,828,-0.0,-0.0,0.0,0.0,1.0324195763808064,1.0324195763808064,1.0354558554930642,1.0503034017860868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,18,pv4,830,-0.0,-0.0,0.0,0.0,1.02681295674242,1.02681295674242,1.0354558554930642,1.0503034017860868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,18,pv5,850,-0.0,-0.0,0.0,0.0,1.0354558554930642,1.0354558554930642,1.0354558554930642,1.0503034017860868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,18,pv6,832,-0.0,-0.0,0.0,0.0,1.017265056101975,1.017265056101975,1.0354558554930642,1.0503034017860868,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,19,pv1,824,-0.0,-0.0,0.0,0.0,1.0068862241138112,1.0068862241138112,1.0126403397694483,1.0496066048479267,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,19,pv2,816,-0.0,-0.0,0.0,0.0,1.012463803494029,1.012463803494029,1.0126403397694483,1.0496066048479267,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,19,pv3,828,-0.0,-0.0,0.0,0.0,1.00641255022254,1.00641255022254,1.0126403397694483,1.0496066048479267,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,19,pv4,830,-0.0,-0.0,0.0,0.0,0.9949844738133675,0.9949844738133675,1.0126403397694483,1.0496066048479267,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,19,pv5,850,-0.0,-0.0,0.0,0.0,1.0126403397694483,1.0126403397694483,1.0126403397694483,1.0496066048479267,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,19,pv6,832,-0.0,-0.0,0.0,0.0,0.9751062275735913,0.9751062275735913,1.0126403397694483,1.0496066048479267,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,20,pv1,824,-0.0,-0.0,0.0,0.0,1.0016803252824402,1.0016803252824402,1.008029696164423,1.0494657402550034,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,20,pv2,816,-0.0,-0.0,0.0,0.0,1.0078351504741658,1.0078351504741658,1.008029696164423,1.0494657402550034,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,20,pv3,828,-0.0,-0.0,0.0,0.0,1.001158047785484,1.001158047785484,1.008029696164423,1.0494657402550034,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,20,pv4,830,-0.0,-0.0,0.0,0.0,0.9885559519361026,0.9885559519361026,1.008029696164423,1.0494657402550034,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,20,pv5,850,-0.0,-0.0,0.0,0.0,1.008029696164423,1.008029696164423,1.008029696164423,1.0494657402550034,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,20,pv6,832,-0.0,-0.0,0.0,0.0,0.9665920784800833,0.9665920784800833,1.008029696164423,1.0494657402550034,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,21,pv1,824,-0.0,-0.0,0.0,0.0,0.9998296239446811,0.9998296239446811,1.0063905442901249,1.0494156571369113,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,21,pv2,816,-0.0,-0.0,0.0,0.0,1.0061895964378376,1.0061895964378376,1.0063905442901249,1.0494156571369113,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,21,pv3,828,-0.0,-0.0,0.0,0.0,0.9992900728255066,0.9992900728255066,1.0063905442901249,1.0494156571369113,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,21,pv4,830,-0.0,-0.0,0.0,0.0,0.9862707730472379,0.9862707730472379,1.0063905442901249,1.0494156571369113,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,21,pv5,850,-0.0,-0.0,0.0,0.0,1.0063905442901249,1.0063905442901249,1.0063905442901249,1.0494156571369113,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,21,pv6,832,-0.0,-0.0,0.0,0.0,0.9635655636096437,0.9635655636096437,1.0063905442901249,1.0494156571369113,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,22,pv1,824,-0.0,-0.0,0.0,0.0,0.9994609737243801,0.9994609737243801,1.0060640314884584,1.049405687339917,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,22,pv2,816,-0.0,-0.0,0.0,0.0,1.0058618084193778,1.0058618084193778,1.0060640314884584,1.049405687339917,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,22,pv3,828,-0.0,-0.0,0.0,0.0,0.9989179819308516,0.9989179819308516,1.0060640314884584,1.049405687339917,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,22,pv4,830,-0.0,-0.0,0.0,0.0,0.9858155814373922,0.9858155814373922,1.0060640314884584,1.049405687339917,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,22,pv5,850,-0.0,-0.0,0.0,0.0,1.0060640314884584,1.0060640314884584,1.0060640314884584,1.049405687339917,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,22,pv6,832,-0.0,-0.0,0.0,0.0,0.9629627164790306,0.9629627164790306,1.0060640314884584,1.049405687339917,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,23,pv1,824,-0.0,-0.0,0.0,0.0,1.0106227444912799,1.0106227444912799,1.0159494099998212,1.049707699932122,,,,,,,,,,,,,,,,,,,
sem_controle,sem_controle,23,pv2,816,-0.0,-0.0,0.0,0.0,1.0157857990852877,1.0157857990852877,1.0159494099998212,1.049707699932122,,,,,,,,,,,,,,,,,,,
