arquitetura,cenario,hora,barra,tensao_maxima_pu,tensao_minima_pu,numero_de_fases,fases_com_sobretensao,fases_com_subtensao,barra_com_sobretensao,barra_com_subtensao
sem_controle,sem_controle,3,812,1.0467187847526875,1.0341496330234539,3,0,0,False,False
sem_controle,sem_controle,3,812r,1.0467671036474273,1.0341584625152533,3,0,0,False,False
sem_controle,sem_controle,3,814,1.0450088033759113,1.0274584876035648,3,0,0,False,False
sem_controle,sem_controle,3,850,1.0450071878057714,1.0274548631982847,3,0,0,False,False
sem_controle,sem_controle,3,816,1.0449571021647746,1.027342503196914,3,0,0,False,False
sem_controle,sem_controle,3,818,1.0269335105497803,1.0269335105497803,1,0,0,False,False
sem_controle,sem_controle,3,824,1.043441305274198,1.025425605348571,3,0,0,False,False
sem_controle,sem_controle,3,820,1.0164037155097423,1.0164037155097423,1,0,0,False,False
sem_controle,sem_controle,3,822,1.0150410518383493,1.0150410518383493,1,0,0,False,False
sem_controle,sem_controle,3,826,1.0427465260793138,1.0427465260793138,1,0,0,False,False
sem_controle,sem_controle,3,828,1.043309560339792,1.0252697997561133,3,0,0,False,False
sem_controle,sem_controle,3,830,1.0401455535283302,1.0215212533433986,3,0,0,False,False
sem_controle,sem_controle,3,854,1.0400730484100202,1.0214358188889483,3,0,0,False,False
sem_controle,sem_controle,3,832,1.0349270553472671,1.0154296978728423,3,0,0,False,False
sem_controle,sem_controle,3,858,1.034471599246043,1.014848211955656,3,0,0,False,False
sem_controle,sem_controle,3,834,1.0339731711549918,1.014192200364672,3,0,0,False,False
sem_controle,sem_controle,3,860,1.0338011642673501,1.013990263470414,3,0,0,False,False
sem_controle,sem_controle,3,842,1.0339831546065352,1.014197730294821,3,0,0,False,False
sem_controle,sem_controle,3,836,1.0337370573641995,1.0138953737111538,3,0,0,False,False
sem_controle,sem_controle,3,840,1.033724784039685,1.013883944587805,3,0,0,False,False
sem_controle,sem_controle,3,862,1.0337389849325707,1.01389470037125,3,0,0,False,False
sem_controle,sem_controle,3,844,1.0340314944752098,1.0142312052366218,3,0,0,False,False
sem_controle,sem_controle,3,846,1.0344066778563592,1.0145648527453506,3,0,0,False,False
sem_controle,sem_controle,3,848,1.0344638961882748,1.014612817158117,3,0,0,False,False
sem_controle,sem_controle,3,852r,1.0349284706164439,1.0154313559212134,3,0,0,False,False
sem_controle,sem_controle,3,856,1.039317818134925,1.039317818134925,1,0,0,False,False
sem_controle,sem_controle,3,852,1.0348833952725298,1.015395838348827,3,0,0,False,False
sem_controle,sem_controle,3,864,1.0148461120541252,1.0148461120541252,1,0,0,False,False
sem_controle,sem_controle,3,838,1.0320467251423198,1.0320467251423198,1,0,0,False,False
sem_controle,sem_controle,4,800,1.0505970879234294,1.0504656535911197,3,1,0,True,False
sem_controle,sem_controle,4,802,1.0504421467150182,1.0499176131174226,3,0,0,False,False
sem_controle,sem_controle,4,806,1.050350549788068,1.0495463511553684,3,0,0,False,False
sem_controle,sem_controle,4,808,1.0488218941722662,1.0425071117198708,3,0,0,False,False
sem_controle,sem_controle,4,810,1.0481887274826542,1.0481887274826542,1,0,0,False,False
sem_controle,sem_controle,4,812,1.0467684840837501,1.0342293273363674,3,0,0,False,False
sem_controle,sem_controle,4,812r,1.0468170351029988,1.0342384997441587,3,0,0,False,False
sem_controle,sem_controle,4,814,1.0450779454204802,1.0275695169257826,3,0,0,False,False
sem_controle,sem_controle,4,850,1.045076338566197,1.0275659061035307,3,0,0,False,False
sem_controle,sem_controle,4,816,1.045026523122921,1.0274539671848133,3,0,0,False,False
sem_controle,sem_controle,4,818,1.027046038530406,1.027046038530406,1,0,0,False,False
sem_controle,sem_controle,4,824,1.0435194219130084,1.0255462063301883,3,0,0,False,False
sem_controle,sem_controle,4,820,1.0165433092296856,1.0165433092296856,1,0,0,False,False
sem_controle,sem_controle,4,822,1.0151841069620595,1.0151841069620595,1,0,0,False,False
sem_controle,sem_controle,4,826,1.0428283125410232,1.0428283125410232,1,0,0,False,False
sem_controle,sem_controle,4,828,1.0433884088314556,1.0253911484872438,3,0,0,False,False
sem_controle,sem_controle,4,830,1.0402420990252506,1.0216606757584616,3,0,0,False,False
sem_controle,sem_controle,4,854,1.040170025770581,1.0215756779753153,3,0,0,False,False
sem_controle,sem_controle,4,832,1.035054956170032,1.0156008191497663,3,0,0,False,False
sem_controle,sem_controle,4,858,1.0346030469581113,1.0150229665739374,3,0,0,False,False
sem_controle,sem_controle,4,834,1.034108730460261,1.014371180223989,3,0,0,False,False
sem_controle,sem_controle,4,860,1.0339371378169668,1.0141697307748865,3,0,0,False,False
sem_controle,sem_controle,4,842,1.0341188308596168,1.0143768250122296,3,0,0,False,False
sem_controle,sem_controle,4,836,1.0338731884488888,1.0140750721987781,3,0,0,False,False
sem_controle,sem_controle,4,840,1.033860944475358,1.0140636702565697,3,0,0,False,False
sem_controle,sem_controle,4,862,1.0338751111883626,1.0140744001774984,3,0,0,False,False
sem_controle,sem_controle,4,844,1.0341677338989868,1.0144108363300548,3,0,0,False,False
sem_controle,sem_controle,4,846,1.0345431626032864,1.0147447495913002,3,0,0,False,False
sem_controle,sem_controle,4,848,1.0346004097557613,1.0147927539248467,3,0,0,False,False
sem_controle,sem_controle,4,852r,1.035056363101739,1.0156024687500218,3,0,0,False,False
sem_controle,sem_controle,4,856,1.0394191601065483,1.0394191601065483,1,0,0,False,False
sem_controle,sem_controle,4,852,1.0350110699427402,1.0155667127858032,3,0,0,False,False
sem_controle,sem_controle,4,864,1.0150208727970913,1.0150208727970913,1,0,0,False,False
sem_controle,sem_controle,4,838,1.0321896726420356,1.0321896726420356,1,0,0,False,False
sem_controle,sem_controle,5,800,1.05063939179868,1.0505171741209611,3,3,0,True,False
sem_controle,sem_controle,5,802,1.0505191271120267,1.0500225916028028,3,1,0,True,False
sem_controle,sem_controle,5,806,1.050450181606908,1.0496873410534964,3,0,0,False,False
sem_controle,sem_controle,5,808,1.0493326450299656,1.0433226638636537,3,0,0,False,False
sem_controle,sem_controle,5,810,1.0487434422722193,1.0487434422722193,1,0,0,False,False
sem_controle,sem_controle,5,812,1.0477645749701026,1.0358291051332065,3,0,0,False,False
sem_controle,sem_controle,5,812r,1.0478177792797176,1.0358451601396155,3,0,0,False,False
sem_controle,sem_controle,5,814,1.0464818477943914,1.0297983234762988,3,0,0,False,False
sem_controle,sem_controle,5,850,1.0464804756969757,1.0297949853058546,3,0,0,False,False
sem_controle,sem_controle,5,816,1.046437942275659,1.029691498770719,3,0,0,False,False
sem_controle,sem_controle,5,818,1.0293049311342473,1.0293049311342473,1,0,0,False,False
sem_controle,sem_controle,5,824,1.0450850714048536,1.0279671313623289,3,0,0,False,False
sem_controle,sem_controle,5,820,1.019345671359533,1.019345671359533,1,0,0,False,False
sem_controle,sem_controle,5,822,1.018055989025791,1.018055989025791,1,0,0,False,False
sem_controle,sem_controle,5,826,1.0444673155266972,1.0444673155266972,1,0,0,False,False
sem_controle,sem_controle,5,828,1.044968726726859,1.027827082164312,3,0,0,False,False
sem_controle,sem_controle,5,830,1.0421771197491476,1.0244593892185048,3,0,0,False,False
sem_controle,sem_controle,5,854,1.042113702357605,1.024383157096802,3,0,0,False,False
sem_controle,sem_controle,5,832,1.0376184354041749,1.0190358664125512,3,0,0,False,False
sem_controle,sem_controle,5,858,1.0372376135633508,1.0185309510002605,3,0,0,False,False
sem_controle,sem_controle,5,834,1.03682570313135,1.0179639867229728,3,0,0,False,False
sem_controle,sem_controle,5,860,1.0366624104034088,1.0177723180459755,3,0,0,False,False
sem_controle,sem_controle,5,842,1.0368381473842727,1.0179719381083192,3,0,0,False,False
sem_controle,sem_controle,5,836,1.0366016171094037,1.017682297228458,3,0,0,False,False
sem_controle,sem_controle,5,840,1.0365899611414866,1.017671440968221,3,0,0,False,False
sem_controle,sem_controle,5,862,1.0366034430532773,1.0176816517293104,3,0,0,False,False
sem_controle,sem_controle,5,844,1.036898337455447,1.0180167213601845,3,0,0,False,False
sem_controle,sem_controle,5,846,1.0372786762589228,1.018355968575143,3,0,0,False,False
sem_controle,sem_controle,5,848,1.0373365005320885,1.0184047738819053,3,0,0,False,False
sem_controle,sem_controle,5,852r,1.037619675226547,1.0190373464173017,3,0,0,False,False
sem_controle,sem_controle,5,856,1.0414501932249023,1.0414501932249023,1,0,0,False,False
sem_controle,sem_controle,5,852,1.0375700156973051,1.0189968070303024,3,0,0,False,False
sem_controle,sem_controle,5,864,1.0185289800943622,1.0185289800943622,1,0,0,False,False
sem_controle,sem_controle,5,838,1.0350547862018984,1.0350547862018984,1,0,0,False,False
sem_controle,sem_controle,6,800,1.0506384889471005,1.0505079939525828,3,3,0,True,False
sem_controle,sem_controle,6,802,1.050565999119799,1.0500467431200078,3,1,0,True,False
sem_controle,sem_controle,6,806,1.0505296461306293,1.0497336354355682,3,1,0,True,False
sem_controle,sem_controle,6,808,1.0500238056668902,1.0437716078456074,3,0,0,False,False
sem_controle,sem_controle,6,810,1.049254981517981,1.049254981517981,1,0,0,False,False
sem_controle,sem_controle,6,812,1.0491448090390414,1.0367316818469487,3,0,0,False,False
sem_controle,sem_controle,6,812r,1.0491997985652421,1.0367474577446296,3,0,0,False,False
sem_controle,sem_controle,6,814,1.048379398230184,1.0310472746307373,3,0,0,False,False
sem_controle,sem_controle,6,850,1.0483782454548018,1.0310441375649204,3,0,0,False,False
sem_controle,sem_controle,6,816,1.0483407437819094,1.0309450628087065,3,0,0,False,False
sem_controle,sem_controle,6,818,1.0305380805349544,1.0305380805349544,1,0,0,False,False
sem_controle,sem_controle,6,824,1.0471579048369506,1.0293728316506563,3,0,0,False,False
sem_controle,sem_controle,6,820,1.0200653434271807,1.0200653434271807,1,0,0,False,False
sem_controle,sem_controle,6,822,1.0187109141171582,1.0187109141171582,1,0,0,False,False
sem_controle,sem_controle,6,826,1.0460482760069898,1.0460482760069898,1,0,0,False,False
sem_controle,sem_controle,6,828,1.0470455387298745,1.029237100522316,3,0,0,False,False
sem_controle,sem_controle,6,830,1.0442222095150686,1.0258419443717552,3,0,0,False,False
sem_controle,sem_controle,6,854,1.0441540612518267,1.0257610425609414,3,0,0,False,False
sem_controle,sem_controle,6,832,1.0393165620198634,1.0200762717071017,3,0,0,False,False
sem_controle,sem_controle,6,858,1.0388661668835903,1.0195004726168608,3,0,0,False,False
sem_controle,sem_controle,6,834,1.0383735290600862,1.0188509924757851,3,0,0,False,False
sem_controle,sem_controle,6,860,1.03820200255158,1.018649740767128,3,0,0,False,False
sem_controle,sem_controle,6,842,1.0383837290185298,1.0188567509038469,3,0,0,False,False
sem_controle,sem_controle,6,836,1.0381381200583863,1.0185552676509002,3,0,0,False,False
sem_controle,sem_controle,6,840,1.0381258761156464,1.018543865173867,3,0,0,False,False
sem_controle,sem_controle,6,862,1.0381400358101802,1.0185545969853063,3,0,0,False,False
sem_controle,sem_controle,6,844,1.0384331104698474,1.0188912800125136,3,0,0,False,False
sem_controle,sem_controle,6,846,1.0388106782203943,1.0192274706325883,3,0,0,False,False
sem_controle,sem_controle,6,848,1.0388682235972242,1.019275808557312,3,0,0,False,False
sem_controle,sem_controle,6,852r,1.0393178945210426,1.0200778433825146,3,0,0,False,False
sem_controle,sem_controle,6,856,1.0429636010134107,1.0429636010134107,1,0,0,False,False
sem_controle,sem_controle,6,852,1.039271287679853,1.0200407706593146,3,0,0,False,False
sem_controle,sem_controle,6,864,1.0194983905400616,1.0194983905400616,1,0,0,False,False
sem_controle,sem_controle,6,838,1.0360105581449393,1.0360105581449393,1,0,0,False,False
sem_controle,sem_controle,7,800,1.0507613168176495,1.050641138756513,3,3,0,True,False
sem_controle,sem_controle,7,802,1.0508852584626633,1.0504038886408036,3,2,0,True,False
sem_controle,sem_controle,7,806,1.0509799411302256,1.0502410717500825,3,2,0,True,False
sem_controle,sem_controle,7,808,1.0528927697920671,1.047071306810747,3,2,0,True,False
sem_controle,sem_controle,7,810,1.0519395426701996,1.0519395426701996,1,1,0,True,False
sem_controle,sem_controle,7,812,1.0548127398518048,1.043252587497521,3,2,0,True,False
sem_controle,sem_controle,7,812r,1.0548850324588945,1.0432882070358966,3,2,0,True,False
sem_controle,sem_controle,7,814,1.056261728001806,1.0401195236207175,3,2,0,True,False
sem_controle,sem_controle,7,850,1.056261646345798,1.0401175933363558,3,2,0,True,False
sem_controle,sem_controle,7,816,1.0562538666391141,1.040052331174338,3,2,0,True,False
sem_controle,sem_controle,7,818,1.0396684612454652,1.0396684612454652,1,0,0,False,False
sem_controle,sem_controle,7,824,1.0558852978158424,1.0393252537101352,3,2,0,True,False
sem_controle,sem_controle,7,820,1.0297944819371874,1.0297944819371874,1,0,0,False,False
sem_controle,sem_controle,7,822,1.0285183463314966,1.0285183463314966,1,0,0,False,False
sem_controle,sem_controle,7,826,1.0540577550289396,1.0540577550289396,1,1,0,True,False
sem_controle,sem_controle,7,828,1.0558243986090117,1.0392426597209727,3,2,0,True,False
sem_controle,sem_controle,7,830,1.0539937130575454,1.0368719010918774,3,2,0,True,False
sem_controle,sem_controle,7,854,1.0539419914812285,1.036807862845905,3,2,0,True,False
sem_controle,sem_controle,7,832,1.0502737503980764,1.0323242342469763,3,0,0,False,False
sem_controle,sem_controle,7,858,1.0498977580007551,1.0318257273667155,3,0,0,False,False
sem_controle,sem_controle,7,834,1.0494912462725614,1.031265999647486,3,0,0,False,False
sem_controle,sem_controle,7,860,1.0493281382837525,1.031074891253388,3,0,0,False,False
sem_controle,sem_controle,7,842,1.049504003815486,1.0312743067016863,3,0,0,False,False
sem_controle,sem_controle,7,836,1.049267536378056,1.030985399024501,3,0,0,False,False
sem_controle,sem_controle,7,840,1.0492558813961819,1.0309745423033085,3,0,0,False,False
sem_controle,sem_controle,7,862,1.0492693424062443,1.0309847573043347,3,0,0,False,False
sem_controle,sem_controle,7,844,1.0495656998004566,1.0313207198079222,3,0,0,False,False
sem_controle,sem_controle,7,846,1.0499523290349468,1.0316666778682784,3,0,0,False,False
sem_controle,sem_controle,7,848,1.0500110321864105,1.0317164657808389,3,0,0,False,False
sem_controle,sem_controle,7,852r,1.050274768438844,1.0323254822514394,3,0,0,False,False
sem_controle,sem_controle,7,856,1.0520062512111492,1.0520062512111492,1,1,0,True,False
sem_controle,sem_controle,7,852,1.050221187860455,1.0322810102611515,3,0,0,False,False
sem_controle,sem_controle,7,864,1.0318237896553488,1.0318237896553488,1,0,0,False,False
sem_controle,sem_controle,7,838,1.0464343196763972,1.0464343196763972,1,0,0,False,False
sem_controle,sem_controle,8,800,1.0507299809574613,1.0505845106042344,3,3,0,True,False
sem_controle,sem_controle,8,802,1.050946649697487,1.0503959107446275,3,2,0,True,False
sem_controle,sem_controle,8,806,1.0511052320976102,1.0502651416454802,3,2,0,True,False
sem_controle,sem_controle,8,808,1.0542294618073231,1.0476699459852485,3,2,0,True,False
sem_controle,sem_controle,8,810,1.052842582753982,1.052842582753982,1,1,0,True,False
sem_controle,sem_controle,8,812,1.057510201176495,1.0444931967977311,3,2,0,True,False
sem_controle,sem_controle,8,812r,1.0575838765212822,1.0445240105706752,3,2,0,True,False
sem_controle,sem_controle,8,814,1.0600163286221695,1.0418398302791199,3,2,0,True,False
sem_controle,sem_controle,8,850,1.060016818278459,1.041838233485067,3,2,0,True,False
sem_controle,sem_controle,8,816,1.060022469310173,1.0417788677257478,3,2,0,True,False
sem_controle,sem_controle,8,818,1.041333628669333,1.041333628669333,1,0,0,False,False
sem_controle,sem_controle,8,824,1.059911240143981,1.0413146095825185,3,2,0,True,False
sem_controle,sem_controle,8,820,1.0299157555701308,1.0299157555701308,1,0,0,False,False
sem_controle,sem_controle,8,822,1.028444864304971,1.028444864304971,1,0,0,False,False
sem_controle,sem_controle,8,826,1.0569135157097227,1.0569135157097227,1,1,0,True,False
sem_controle,sem_controle,8,828,1.0598510554884042,1.041233761202847,3,2,0,True,False
sem_controle,sem_controle,8,830,1.0577279893298042,1.0385845253845636,3,2,0,True,False
sem_controle,sem_controle,8,854,1.0576595508511983,1.0385040293283923,3,2,0,True,False
sem_controle,sem_controle,8,832,1.0527859883052468,1.0328350005043856,3,1,0,True,False
sem_controle,sem_controle,8,858,1.0521982824682836,1.0321219755921573,3,1,0,True,False
sem_controle,sem_controle,8,834,1.051546040942673,1.031312504362018,3,1,0,True,False
sem_controle,sem_controle,8,860,1.0513580555660542,1.0310926791917356,3,1,0,True,False
sem_controle,sem_controle,8,842,1.0515519149850852,1.0313141176730474,3,1,0,True,False
sem_controle,sem_controle,8,836,1.0512881354091228,1.0309898255295964,3,1,0,True,False
sem_controle,sem_controle,8,840,1.0512747037001247,1.0309773343607969,3,1,0,True,False
sem_controle,sem_controle,8,862,1.05129021149357,1.0309891086813043,3,1,0,True,False
sem_controle,sem_controle,8,844,1.0515804593977152,1.0313292182445113,3,1,0,True,False
sem_controle,sem_controle,8,846,1.0519574443183222,1.0316648710871164,3,1,0,True,False
sem_controle,sem_controle,8,848,1.0520151428548525,1.0317130853855134,3,1,0,True,False
sem_controle,sem_controle,8,852r,1.052787332266388,1.0328365698428705,3,1,0,True,False
sem_controle,sem_controle,8,856,1.0544737989236803,1.0544737989236803,1,1,0,True,False
sem_controle,sem_controle,8,852,1.052743776296553,1.032803329245012,3,1,0,True,False
sem_controle,sem_controle,8,864,1.0321197023891264,1.0321197023891264,1,0,0,False,False
sem_controle,sem_controle,8,838,1.04707233823833,1.04707233823833,1,0,0,False,False
sem_controle,sem_controle,9,800,1.0507439399537324,1.050591294360829,3,3,0,True,False
sem_controle,sem_controle,9,802,1.0510452275126274,1.0504771147562566,3,2,0,True,False
sem_controle,sem_controle,9,806,1.0512611097459967,1.050396041656043,3,2,0,True,False
sem_controle,sem_controle,9,808,1.055457702086474,1.0487170539512398,3,2,0,True,False
sem_controle,sem_controle,9,810,1.0538494501064486,1.0538494501064486,1,1,0,True,False
sem_controle,sem_controle,9,812,1.0599647098155807,1.046592230535462,3,2,0,True,False
sem_controle,sem_controle,9,812r,1.0600429796902315,1.0466258283191503,3,2,0,True,False
sem_controle,sem_controle,9,814,1.0634360561757903,1.0447632497477006,3,2,0,True,False
sem_controle,sem_controle,9,850,1.0634370393865158,1.0447620878032078,3,2,0,True,False
sem_controle,sem_controle,9,816,1.0634553594000653,1.0447134704076633,3,2,0,True,False
sem_controle,sem_controle,9,818,1.0442484821550642,1.0442484821550642,1,0,0,False,False
